MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-2.2571428571428576,11.771428571428574,-19.6,16.8,66.11607142857142
2,-1.2392857142857139,12.591071428571428,-13.600000000000001,19.5,54.44642857142856
3,0.057142857142857106,15.391071428571431,-7.0,24.900000000000002,53.021428571428565
4,1.4945454545454548,18.043636363636367,-5.7,26.6,48.57090909090909
5,4.945454545454547,21.48181818181819,-0.8,30.200000000000003,59.10000000000001
6,7.963636363636366,24.245454545454546,2.4000000000000004,35.2,55.53090909090908
7,10.034545454545453,26.563636363636363,5.1000000000000005,40.1,48.74545454545454
8,10.118181818181819,26.934545454545454,4.0,38.900000000000006,52.88181818181819
9,7.496363636363638,23.949090909090913,1.9000000000000001,33.300000000000004,58.43272727272729
10,4.519999999999999,19.78,-3.7,29.6,74.18909090909092
11,1.070909090909091,14.978181818181817,-6.800000000000001,21.6,79.3509090909091
12,-1.358181818181818,12.57636363636363,-9.700000000000001,17.3,73.91454545454545
