MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-2.6200000000000006,10.133333333333335,-20.8,14.100000000000001,90.4466666666667
2,-2.288888888888889,10.266666666666667,-10.8,16.8,67.89777777777779
3,-0.9,13.13111111111111,-7.0,21.200000000000003,64.68636363636362
4,0.7133333333333332,16.191111111111113,-4.2,24.200000000000003,55.90888888888889
5,3.5090909090909093,20.240909090909092,-1.8,26.1,59.10227272727273
6,6.406666666666667,22.642222222222216,0.8,31.200000000000003,60.10000000000001
7,8.595555555555555,24.711111111111116,4.0,33.0,55.34
8,8.18888888888889,23.371111111111112,3.9000000000000004,33.5,64.27777777777779
9,5.877777777777778,20.522222222222226,0.0,26.5,67.35813953488372
10,2.6333333333333337,16.09777777777777,-4.2,22.900000000000002,86.64000000000003
11,-0.42444444444444424,12.828888888888887,-9.3,16.6,82.87045454545455
12,-2.4749999999999996,10.743181818181817,-16.5,14.4,94.19545454545455
