MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,9.764150943396226,23.191836734693876,3.5,28.0,84.90377358490565
2,10.362264150943401,23.693877551020403,4.5,27.0,77.23207547169811
3,11.801886792452832,24.931250000000002,6.0,28.1,84.83018867924528
4,15.299999999999997,26.920833333333345,5.0,30.200000000000003,110.13207547169816
5,18.318867924528305,28.99787234042553,11.0,31.900000000000002,186.13396226415094
6,22.332075471698115,31.158333333333335,14.600000000000001,34.1,182.90377358490565
7,23.933962264150935,32.55434782608696,20.0,35.300000000000004,120.65471698113207
8,23.78867924528302,32.24285714285714,21.0,34.6,160.95660377358493
9,22.46923076923077,31.836956521739122,17.0,34.0,129.63529411764705
10,19.598076923076924,30.24374999999999,14.200000000000001,33.0,164.04807692307693
11,16.759615384615383,27.585416666666656,10.5,30.8,104.88076923076922
12,12.646153846153847,24.766666666666673,6.4,28.3,123.3769230769231
