MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-8.330952380952382,10.238095238095239,-23.200000000000003,17.8,38.95000000000001
2,-7.25952380952381,12.109523809523811,-20.8,21.400000000000002,29.711904761904766
3,-4.807142857142857,15.92619047619048,-22.0,24.3,37.111904761904775
4,-2.153658536585366,18.326829268292684,-10.200000000000001,26.8,59.34634146341465
5,1.634146341463415,22.663414634146346,-4.4,32.4,79.92926829268295
6,5.270731707317074,27.034146341463423,-1.3,37.4,73.18536585365854
7,7.431707317073174,29.42439024390243,1.8,37.4,63.98048780487805
8,6.6170731707317065,29.78292682926829,-0.8,37.0,62.07804878048782
9,3.136585365853658,25.148780487804874,-2.5,33.5,66.99268292682929
10,0.30487804878048785,20.178048780487806,-9.200000000000001,28.700000000000003,66.70243902439024
11,-4.229268292682928,14.346341463414635,-13.4,21.8,59.45365853658535
12,-7.259523809523809,10.973809523809523,-18.2,18.8,43.49761904761905
