MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,1.508333333333333,10.85,-3.2,12.5,86.25454545454545
2,2.391666666666667,10.658333333333335,-4.1000000000000005,13.600000000000001,65.60833333333333
3,2.983333333333334,12.883333333333333,-3.8000000000000003,16.5,51.5
4,4.527272727272727,15.3,0.1,23.0,40.45454545454546
5,7.409090909090909,18.354545454545455,3.6,25.5,44.63636363636363
6,10.718181818181819,21.790909090909096,7.300000000000001,26.900000000000002,43.23636363636364
7,13.145454545454545,22.61818181818182,11.0,28.400000000000002,39.14545454545455
8,12.909090909090908,22.700000000000003,10.100000000000001,30.1,63.66363636363637
9,10.909090909090912,21.28181818181818,7.1000000000000005,25.6,56.054545454545455
10,8.6,17.69090909090909,2.6,21.3,89.67272727272729
11,4.300000000000001,14.163636363636364,-0.4,16.7,92.19090909090907
12,3.254545454545455,12.209090909090907,-2.2,14.8,80.80000000000001
