MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-2.3421052631578942,10.389473684210522,54.86052631578947
2,-1.821052631578948,10.673684210526313,38.09473684210527
3,-0.6868421052631581,13.605263157894735,44.316216216216226
4,0.4947368421052632,16.731578947368423,42.66315789473684
5,3.507894736842105,20.568421052631578,49.707894736842114
6,6.184210526315789,23.292105263157897,51.786842105263155
7,8.407894736842106,25.61052631578947,52.181578947368415
8,8.04054054054054,25.678378378378387,56.564864864864866
9,6.3,22.167567567567573,52.71081081081081
10,2.910810810810811,17.61621621621622,57.91081081081083
11,-0.2027027027027027,13.383783783783784,60.810810810810814
12,-1.8108108108108112,11.059459459459461,51.34864864864865
