MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-3.0125000000000006,10.940384615384614,7.476785714285714
2,-0.9285714285714283,14.399999999999997,12.273214285714285
3,2.525,20.607407407407415,31.383928571428577
4,7.787499999999999,27.06415094339622,61.601785714285704
5,12.578571428571427,30.251923076923088,92.28571428571429
6,17.255357142857147,32.72264150943396,105.78035714285714
7,19.998214285714287,33.79622641509434,161.7321428571429
8,19.23214285714286,33.85471698113207,128.85714285714283
9,14.787272727272727,29.498076923076926,153.74727272727273
10,8.761818181818182,23.26981132075472,79.02727272727273
11,2.021818181818182,17.36415094339623,30.6
12,-2.4654545454545462,11.442307692307695,7.683333333333334
